feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
3.0,12.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,0.33333334,0.63649416,3.0,5.0,3.0,3.6666667,0.0,233.0,0.6365142,0.0,38.0,-1.0,0
1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-9.99995e-06,4.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,10.0,1.0,0
1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,39.0,-1.0,0
2.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,16.0,1.0,0
1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,8.0,1.0,0
4.0,26.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.25,0.75,0.0,1.0,0.56231517,5.0,5.0,4.0,4.75,0.0,3077.0,1.0397208,0.0,64.0,1.0,0
2.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.69312716,4.5,5.0,4.0,4.5,0.0,218.0,0.0,0.0,23.0,1.0,0
3.0,18.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,1.0,0.63649416,5.0,5.0,4.0,4.6666665,0.0,721.0,0.6365142,0.0,22.333334,1.0,0
1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.99995e-06,3.0,3.0,3.0,3.0,4.0,0.0,0.0,1.0,7.0,1.0,0
1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-9.99995e-06,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,86.0,1.0,0
1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.99995e-06,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0,1.0,0
1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,9.0,1.0,0
1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-9.99995e-06,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,65.0,1.0,0
1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,79.0,1.0,0
1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,17.0,1.0,0
1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,24.0,1.0,0
1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-9.99995e-06,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,73.0,1.0,0
1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,42.0,1.0,0
1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,10.0,1.0,0
1.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.99995e-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,7.0,1.0,0
1.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.99995e-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,1.0,0
1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.99995e-06,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,-1.0,0
1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,11.0,1.0,0
1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,19.0,1.0,0
1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,0
1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,9.0,1.0,0
1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,40.0,1.0,0
1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-9.99995e-06,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,21.0,1.0,0
